26216.7, 127316.7 
26233.3, 127316.7 
26238.1, 127310.6 
26229.2, 127301.7 
26227.5, 127293.1 
26191.1, 127278.9 
26179.4, 127291.1 
26173.1, 127344.7 
26183.3, 127350.0 
26198.6, 127364.2 
26200.0, 127450.0 
26183.3, 127633.3 
26200.0, 127650.0 
26190.6, 127660.8 
26186.1, 127660.0 
26186.1, 127658.3 
26183.3, 127666.7 
26186.1, 127680.6 
26173.6, 127680.0 
26166.7, 127683.3 
26163.6, 127692.8 
26178.3, 127695.3 
26180.0, 127706.9 
26173.9, 127713.9 
26169.4, 127718.3 
26166.7, 127716.7 
26160.3, 127721.9 
26151.7, 127720.6 
26150.6, 127708.3 
26150.0, 127700.0 
26136.1, 127697.8 
26129.7, 127692.5 
26118.6, 127696.4 
26121.7, 127682.8 
26116.4, 127676.7 
26116.7, 127674.4 
26107.2, 127665.0 
26105.0, 127667.8 
26100.0, 127666.7 
26092.5, 127663.1 
26083.3, 127666.7 
26095.6, 127685.0 
26095.6, 127686.4 
26105.0, 127691.9 
26100.0, 127700.0 
26094.4, 127697.5 
26094.7, 127703.9 
26094.7, 127719.2 
26113.6, 127728.9 
26116.7, 127733.3 
26123.3, 127744.2 
26133.3, 127750.0 
26145.6, 127747.2 
26150.0, 127750.0 
26154.2, 127754.2 
26153.3, 127760.8 
26145.8, 127765.0 
26142.5, 127765.0 
26133.3, 127766.7 
26133.9, 127768.9 
26130.6, 127772.8 
26139.4, 127777.8 
26137.5, 127783.1 
26133.3, 127783.3 
26142.8, 127792.5 
26150.8, 127794.7 
26151.9, 127802.2 
26155.8, 127804.7 
26160.3, 127814.2 
26170.3, 127820.6 
26178.9, 127822.5 
26183.9, 127818.6 
26176.4, 127801.9 
26183.3, 127800.0 
26175.8, 127792.8 
26167.8, 127788.6 
26166.7, 127783.3 
26171.7, 127772.5 
26173.3, 127765.3 
26183.3, 127766.7 
26184.7, 127759.7 
26182.8, 127750.6 
26183.3, 127750.0 
26181.1, 127742.8 
26185.8, 127730.0 
26185.8, 127726.4 
26185.8, 127725.0 
26196.7, 127726.9 
26188.6, 127713.3 
26198.1, 127698.9 
26193.1, 127694.4 
26204.2, 127689.4 
